AAA,BBB,CCC,DDD,EEE
9.03,14.18,9.55,11.80,23.70
8.95,14.02,9.51,11.66,23.68
9.00,13.86,9.58,11.64,23.80
8.93,13.54,9.64,11.63,23.56
8.88,13.66,9.70,11.44,23.48
9.00,13.46,9.80,11.54,23.87
9.08,13.72,9.80,11.59,23.97
9.10,13.66,9.71,11.39,23.97
9.01,13.62,9.76,11.54,23.58
8.88,13.52,9.90,11.63,23.96
8.97,13.27,9.65,11.73,23.97
9.00,13.13,9.56,11.74,23.76
8.89,13.08,9.54,11.81,23.73
8.85,12.78,9.74,11.78,23.69
8.83,13.03,9.86,11.78,24.05
8.89,12.85,9.86,11.74,24.07
8.91,12.94,9.87,11.77,24.10
8.80,13.02,9.98,11.79,24.09
8.77,13.08,9.74,12.01,24.23
8.76,13.20,9.72,12.08,24.25
8.81,13.27,9.52,12.33,24.47
8.62,13.39,9.36,12.47,24.57
8.67,13.37,9.43,12.54,24.55
8.66,13.54,9.59,12.33,24.75
8.62,13.70,9.57,12.21,25.04
8.67,13.90,9.81,12.25,25.23
8.74,13.99,9.75,11.97,25.26
8.75,13.89,9.67,11.90,25.66
8.98,14.05,9.54,11.79,25.74
8.89,13.86,9.56,11.86,25.75
8.96,14.00,9.56,12.30,25.77
8.90,13.88,9.35,12.23,25.49
8.98,13.83,9.51,12.30,25.30
8.97,13.98,9.58,12.20,25.32
9.03,13.80,9.54,12.21,25.00
9.08,13.70,9.59,12.35,25.03
9.07,13.66,9.58,12.57,24.70
9.00,13.58,9.68,12.62,24.71
9.19,13.36,9.64,12.51,24.57
9.18,13.50,9.62,12.52,24.28
9.06,13.53,9.52,12.56,23.98
8.91,13.52,9.42,12.76,24.22
8.82,13.62,9.56,12.75,24.12
8.80,13.62,9.71,12.62,23.98
8.76,13.57,9.67,12.74,23.69
8.64,13.67,9.52,12.68,23.61
8.66,13.47,9.46,12.62,23.33
8.62,13.38,9.63,12.93,23.47
8.68,13.50,9.47,13.13,23.28
8.73,13.60,9.40,13.18,23.18
8.60,13.63,9.52,13.11,22.97
8.66,13.70,9.56,13.07,22.61
8.53,13.78,9.41,13.15,22.70
8.53,13.88,9.53,13.19,22.84
8.68,13.88,9.49,13.29,22.89
8.80,13.73,9.58,13.32,22.94
8.88,13.74,9.47,13.24,22.80
8.80,13.73,9.40,13.17,22.54
8.91,13.59,9.35,13.27,22.60
8.73,13.52,9.39,13.16,22.63
8.80,13.51,9.40,13.57,22.78
8.67,13.58,9.30,13.54,22.88
8.57,13.66,9.34,13.34,22.96
8.53,13.71,9.27,13.44,23.05
8.47,13.63,9.11,13.36,23.31
8.50,13.47,9.15,13.26,23.05
8.47,13.60,9.25,13.35,23.60
8.40,13.84,9.15,13.52,23.82
8.36,14.03,9.22,13.56,23.73
8.08,14.18,9.30,13.61,23.68
8.10,14.25,9.33,13.57,23.81
8.20,14.42,9.31,13.46,23.60
8.19,14.59,9.26,13.40,22.91
8.16,14.37,9.27,13.38,23.04
8.12,14.26,9.28,13.44,23.14
8.18,14.07,9.28,13.40,23.00
8.25,14.13,9.30,13.49,23.31
8.15,14.11,9.34,13.51,23.54
8.19,14.32,9.34,13.56,23.19
8.35,14.29,9.09,13.66,23.09
8.36,14.44,9.18,13.56,23.08
8.26,14.76,9.03,13.65,23.40
8.15,14.83,9.15,13.75,23.48
8.05,15.17,9.24,13.72,23.76
8.07,15.09,9.53,13.81,23.64
8.02,15.02,9.52,14.03,23.81
7.98,15.42,9.58,13.90,23.65
8.24,15.43,9.48,14.03,23.81
8.35,15.41,9.53,14.15,24.02
8.32,15.21,9.57,14.16,23.93
8.28,15.57,9.55,14.22,23.69
8.31,15.53,9.42,14.45,23.88
8.37,15.45,9.36,14.83,23.94
8.26,15.41,9.38,14.75,24.11
8.37,15.40,9.41,14.83,24.00
8.25,15.35,9.19,15.02,24.02
8.26,15.09,9.12,14.62,23.80
8.25,14.86,9.43,14.53,23.52
8.16,15.04,9.40,14.61,23.41
8.20,15.30,9.35,14.55,23.28
8.31,15.57,9.41,14.38,23.35
8.40,15.37,9.34,14.48,23.35
8.45,15.49,9.26,14.30,23.29
8.45,15.31,9.37,14.33,23.05
8.58,15.54,9.55,14.49,22.76
8.58,15.70,9.46,14.54,22.90
8.68,15.67,9.57,14.90,23.12
8.69,15.66,9.58,15.07,22.88
8.67,15.70,9.69,15.17,23.08
8.76,15.74,9.72,15.54,23.14
8.75,15.75,9.62,15.68,23.16
8.81,15.62,9.53,15.62,23.42
8.77,15.61,9.64,15.50,23.30
8.82,15.56,9.73,15.29,23.08
8.88,15.33,9.71,15.23,22.81
8.81,15.03,9.83,15.31,22.58
8.82,15.03,9.80,15.40,22.74
8.86,15.06,9.76,15.35,22.51
8.83,15.29,9.57,15.24,22.60
8.85,15.34,9.65,15.30,22.61
8.93,15.30,9.69,15.03,22.54
8.83,15.50,9.64,15.24,22.54
8.87,15.43,9.55,15.03,22.61
8.91,15.26,9.87,14.95,22.61
8.89,15.39,10.05,15.01,22.41
8.74,15.51,10.18,14.89,22.52
8.74,15.73,10.27,14.80,22.81
8.60,15.76,10.19,14.68,22.83
8.49,15.74,10.17,14.69,23.07
8.41,15.76,10.16,14.60,23.24
8.41,15.76,10.24,14.89,23.04
8.52,15.61,10.28,14.56,23.23
8.47,15.64,10.16,14.56,23.43
8.57,15.82,10.25,14.85,23.20
8.56,15.70,10.32,14.99,23.54
8.54,15.78,10.12,15.18,23.48
8.78,15.66,9.89,15.37,23.00
8.99,15.64,9.89,15.44,22.95
8.90,15.64,9.91,15.54,23.03
8.85,15.63,9.99,15.70,23.25
8.77,15.54,9.97,15.54,23.46
8.65,15.64,9.99,15.39,23.43
8.65,15.70,9.95,15.23,23.30
8.68,15.52,9.97,15.15,23.51
8.73,15.35,9.95,15.05,23.73
8.72,15.32,9.91,15.20,23.59
8.65,15.04,9.75,15.30,23.76
8.65,15.17,9.72,15.36,24.08
8.76,15.11,9.80,15.22,24.15
8.70,15.20,9.81,15.15,24.13
8.74,15.16,9.63,15.28,23.86
8.96,15.29,9.78,15.51,24.17
9.07,15.18,9.86,15.40,24.23
9.08,15.22,9.83,15.51,24.47
9.16,15.15,10.06,15.76,24.30
9.16,15.08,10.12,15.78,24.15
9.17,14.86,10.15,15.75,24.27
9.17,14.72,10.13,15.69,24.58
9.18,14.48,10.17,15.58,24.79
9.17,14.46,10.08,15.77,25.02
9.26,14.58,9.98,15.63,24.92
9.35,14.49,10.08,15.53,25.25
9.29,14.53,9.97,15.81,24.94
9.25,14.54,9.99,15.73,24.67
9.29,14.57,10.00,15.57,24.55
9.34,14.46,9.85,15.97,24.80
9.23,14.31,9.93,15.99,24.92
9.24,14.01,9.93,15.82,24.65
9.25,13.81,9.84,15.64,24.86
9.10,13.91,9.95,15.71,25.01
9.13,13.99,10.03,15.65,24.74
9.13,14.09,9.84,15.56,24.74
9.17,14.13,9.99,15.68,24.84
9.21,14.24,9.99,15.86,24.71
9.28,14.13,9.99,15.96,24.51
9.26,14.32,9.98,15.90,24.75
9.34,14.42,9.98,16.13,24.72
9.24,14.60,10.11,16.29,24.97
9.12,14.70,10.12,16.34,25.00
9.15,14.47,10.17,16.29,24.82
9.07,14.65,10.22,16.18,24.66
8.96,14.55,10.34,16.24,24.60
9.02,14.79,10.36,16.10,24.83
9.15,14.69,10.33,16.18,24.76
9.25,14.69,10.22,16.19,24.51
9.20,14.47,10.07,16.43,24.68
9.29,14.57,10.19,16.67,24.39
9.36,14.58,10.19,16.51,24.10
9.26,14.48,10.34,16.43,24.49
9.14,14.64,10.39,16.24,24.37
9.14,14.71,10.42,16.07,24.44
9.15,14.81,10.50,16.17,24.88
9.14,14.94,10.49,16.32,24.73
9.13,14.63,10.62,16.17,24.75
9.21,14.77,10.70,16.03,24.79
9.14,14.98,10.79,16.17,25.05
9.18,15.03,10.65,16.43,24.78
9.12,15.23,10.71,16.67,24.98
9.17,15.25,10.74,16.70,25.33
9.18,15.44,10.84,16.58,25.76
9.22,15.65,10.81,16.36,25.88
9.17,15.84,10.72,16.34,26.38
9.19,15.84,10.92,16.27,26.09
9.13,15.55,10.90,16.32,26.11
9.00,15.66,10.97,16.47,25.78
8.79,15.49,10.87,16.74,25.86
8.86,15.55,10.61,16.66,25.55
8.96,15.43,10.45,16.52,25.51
8.76,15.50,10.52,16.83,25.33
8.82,15.44,10.58,16.94,25.51
8.75,15.48,10.39,17.07,26.06
8.74,15.52,10.47,17.18,25.63
8.70,15.49,10.72,16.92,26.00
8.63,15.58,10.76,16.90,25.81
8.68,15.58,10.70,17.12,25.78
8.62,15.48,10.73,16.72,26.06
8.70,15.46,10.70,16.91,26.27
8.66,15.37,10.65,16.65,26.54
8.68,15.44,10.61,16.85,26.65
8.59,15.69,10.70,16.71,26.76
8.45,15.96,10.61,16.65,27.01
8.40,16.11,10.66,16.68,27.04
8.51,16.17,10.65,16.86,26.61
8.55,15.89,10.62,16.88,26.77
8.69,16.05,10.47,16.80,26.74
8.59,16.01,10.43,16.66,26.56
8.75,15.81,10.40,16.59,26.74
8.80,15.82,10.47,16.80,26.59
8.80,15.69,10.58,16.90,27.09
8.68,15.81,10.55,16.99,26.82
8.61,15.95,10.67,17.01,26.94
8.70,15.94,10.79,16.80,27.09
8.77,15.88,10.72,16.82,26.58
8.68,15.89,10.65,16.64,26.32
8.77,15.84,10.77,16.72,26.21
8.65,15.86,10.66,16.85,26.57
8.79,15.65,10.66,16.88,26.46
8.89,15.82,10.62,16.84,26.64
8.75,15.65,10.54,16.99,26.57
8.85,15.97,10.55,17.02,26.26
8.97,16.14,10.75,16.75,26.64
8.92,16.17,10.78,17.01,26.68
8.69,16.32,10.72,16.75,26.75
8.70,15.90,10.64,16.60,26.37
8.73,16.04,10.77,16.57,26.29
8.66,15.84,10.58,16.84,26.39
8.60,16.02,10.56,16.95,25.95
8.69,15.93,10.48,16.84,26.15
8.72,15.84,10.42,16.56,25.91
8.75,15.91,10.43,16.43,26.20
8.84,15.87,10.54,16.33,25.86
8.81,15.93,10.41,16.33,25.84
8.76,15.72,10.31,16.51,25.33
8.71,15.69,10.35,16.54,25.46
8.77,15.83,10.37,16.64,25.60
8.72,16.07,10.41,16.49,25.69
8.83,16.36,10.47,16.64,25.73
8.96,16.38,10.42,16.73,25.93
8.99,16.45,10.40,16.77,26.12
8.94,16.37,10.39,16.80,25.99
8.99,16.13,10.52,17.23,26.20
8.92,16.56,10.21,17.02,26.25
9.07,16.46,10.03,16.84,26.31
9.21,16.32,9.98,16.67,26.23
9.22,16.42,9.98,16.78,26.13
9.04,16.66,9.87,16.81,25.81
9.01,16.76,9.74,16.57,25.71
8.82,16.87,9.76,16.40,26.39
8.82,16.58,9.66,16.48,25.97
8.83,16.71,9.76,16.67,25.68
9.05,16.70,9.66,16.44,25.53
8.89,16.96,9.60,16.77,25.77
8.96,17.15,9.60,16.73,25.91
8.91,16.95,9.35,16.84,25.60
8.91,17.09,9.30,16.75,25.47
8.88,17.01,9.03,16.65,25.38
8.92,17.13,8.99,16.66,25.14
9.06,17.38,9.11,16.62,24.97
9.28,17.52,9.10,16.43,25.15
9.22,17.77,9.14,16.42,25.19
9.23,18.03,8.96,16.29,25.64
9.37,18.09,8.96,16.25,25.51
9.35,18.18,8.88,16.26,25.48
9.46,18.08,8.88,16.43,25.40
9.32,17.84,8.98,16.23,25.31
9.39,17.85,8.93,16.45,25.24
9.38,17.82,8.96,16.45,25.26
9.30,17.62,8.98,16.24,25.40
9.28,17.66,8.93,16.31,25.45
9.28,17.48,8.89,16.41,25.76
9.37,17.53,8.91,16.34,25.72
9.41,17.46,8.96,16.40,25.61
9.39,17.35,8.88,16.28,25.48
9.33,16.91,8.78,16.21,25.39
9.27,16.65,8.67,16.24,24.96
9.33,16.49,8.47,16.16,24.67
9.26,16.51,8.41,16.16,24.44
9.26,16.51,8.34,15.92,24.45
9.46,16.64,8.28,16.07,23.88
9.46,16.93,8.19,16.06,23.66
9.47,17.07,8.30,16.06,23.77
9.29,16.92,8.30,16.17,24.10
9.32,16.98,8.30,15.92,24.24
9.23,16.77,8.23,16.02,24.02
9.28,16.87,8.36,15.85,24.25
9.36,16.70,8.45,15.61,24.43
9.37,16.57,8.41,15.46,24.98
9.40,16.86,8.44,15.32,25.06
9.28,17.07,8.51,15.25,25.36
9.21,16.87,8.50,15.61,24.93
9.16,16.97,8.65,15.54,24.74
9.09,17.24,8.53,15.59,24.60
9.14,16.95,8.49,15.64,24.42
9.19,16.73,8.51,15.61,24.53
9.23,16.40,8.45,15.61,24.82
9.28,16.36,8.33,15.24,24.50
9.32,16.62,8.30,15.45,24.75
9.27,16.63,8.28,15.36,24.81
9.27,16.47,8.36,15.30,24.70
9.38,16.46,8.34,15.09,24.40
9.39,16.33,8.39,15.10,24.31
9.48,16.19,8.46,15.13,24.23
9.45,16.36,8.51,15.07,23.93
9.42,16.31,8.54,15.07,23.94
9.38,16.06,8.44,14.97,23.85
9.35,16.13,8.44,15.14,23.85
9.35,16.07,8.37,15.03,23.63
9.57,16.01,8.28,14.81,23.94
9.53,15.80,8.28,14.78,23.77
9.50,15.60,8.33,14.55,23.92
9.33,15.76,8.29,14.45,23.61
9.44,15.71,8.42,14.57,23.71
9.47,15.74,8.42,14.58,23.70
9.49,15.84,8.57,14.47,23.51
9.52,15.91,8.48,14.50,23.45
9.62,15.82,8.51,14.39,23.32
9.65,15.75,8.64,14.29,23.53
9.59,15.81,8.80,14.36,23.66
9.66,15.66,8.70,14.48,23.96
9.59,15.62,8.71,14.31,23.71
9.52,15.70,8.73,14.39,23.73
9.57,15.86,8.68,14.36,23.78
9.57,15.87,8.69,14.11,23.58
9.57,16.19,8.58,14.06,23.46
9.53,16.11,8.55,14.02,23.79
9.44,16.12,8.49,13.92,24.06
9.30,16.08,8.31,13.83,23.90
9.36,15.94,8.30,13.83,23.93
9.44,15.71,8.29,13.70,23.71
9.36,15.53,8.31,13.79,23.59
9.35,15.64,8.32,13.78,23.70
9.30,15.25,8.32,13.78,23.57
9.35,15.14,8.30,13.86,23.83
9.33,15.16,8.25,13.74,24.07
9.45,15.16,8.27,13.77,24.64
9.44,15.00,8.24,13.69,24.85
9.56,15.17,8.19,13.48,24.75
9.67,14.95,8.33,13.39,24.37
9.71,14.79,8.31,13.30,24.66
9.66,14.65,8.38,13.04,24.80
9.63,14.39,8.33,13.44,24.73
9.59,14.43,8.22,13.43,24.63
9.67,14.69,8.23,13.34,24.59
9.63,14.63,8.22,13.59,24.73
9.59,14.70,8.08,13.67,24.63
9.64,14.64,8.08,13.56,24.63
9.69,14.70,8.20,13.45,24.80
9.55,14.67,8.31,13.30,24.90
9.69,14.72,8.21,13.38,24.82
9.55,14.90,8.13,13.50,24.54
9.57,14.88,8.27,13.41,24.75
9.70,14.72,8.22,13.44,24.91
9.62,14.65,8.19,13.53,24.85
9.41,14.37,8.20,13.35,24.53
9.32,14.48,8.17,13.48,24.63
9.22,14.25,8.19,13.50,24.43
9.15,14.32,8.35,13.52,24.19
9.13,14.22,8.44,13.57,24.74
9.09,14.30,8.52,13.39,24.70
8.99,14.42,8.69,13.55,24.74
9.12,14.09,8.65,13.51,24.76
9.03,13.83,8.58,13.66,24.76
8.99,13.88,8.59,13.41,24.42
8.94,14.04,8.66,13.29,24.62
8.96,14.13,8.73,13.44,24.53
8.92,14.39,8.93,13.33,24.30
8.89,14.33,8.97,13.44,24.33
8.79,14.32,8.95,13.23,24.65
8.83,14.14,8.85,13.24,24.63
8.99,14.08,8.83,13.38,24.20
9.04,14.15,8.85,13.44,24.57
9.06,14.20,8.74,13.34,24.04
9.10,14.44,8.78,13.62,23.94
9.05,14.84,8.72,13.58,24.05
9.11,14.69,8.60,13.56,23.81
9.24,14.64,8.55,13.73,23.72
9.23,14.44,8.48,13.96,23.80
9.13,14.50,8.44,13.88,24.07
8.98,14.64,8.61,13.90,23.74
9.05,14.62,8.45,13.77,23.87
8.84,14.54,8.31,13.62,23.85
8.95,14.52,8.28,13.70,23.92
8.95,14.50,8.24,13.81,23.73
8.84,14.26,8.27,13.63,23.51
8.77,14.56,8.24,13.65,23.45
8.67,14.52,8.17,13.58,23.46
8.82,14.48,8.13,13.39,23.54
8.76,14.58,8.08,13.37,23.49
8.74,14.79,8.12,13.37,23.62
8.69,14.94,8.31,13.15,23.81
8.68,14.65,8.38,13.34,23.98
8.71,14.42,8.34,13.37,24.12
8.54,14.34,8.51,13.24,24.43
8.67,14.37,8.55,13.44,23.88
8.76,14.27,8.54,13.40,24.31
8.73,14.30,8.74,13.34,24.23
8.81,14.40,8.72,13.20,24.18
8.82,14.40,8.85,13.29,24.02
8.84,14.51,8.91,13.26,24.17
9.02,14.59,8.90,13.18,24.35
9.00,14.76,8.80,12.99,24.32
8.87,14.71,8.86,12.94,24.03
8.93,14.59,8.97,12.94,24.08
8.70,14.58,8.79,12.82,24.15
8.85,14.72,8.78,12.75,24.24
8.71,14.93,8.57,12.81,24.44
8.80,14.93,8.62,12.63,24.28
8.92,14.82,8.61,12.51,24.20
9.07,14.72,8.52,12.60,24.14
9.16,14.84,8.58,12.38,24.31
9.16,14.89,8.46,12.41,24.44
9.20,15.08,8.51,12.14,24.19
9.13,15.27,8.57,12.22,24.25
9.14,15.08,8.64,12.22,24.20
9.03,14.85,8.57,12.30,24.31
9.05,14.88,8.56,12.31,24.43
9.03,14.58,8.71,12.28,24.49
9.08,14.67,8.87,12.36,25.15
8.93,14.80,8.86,12.35,25.46
8.74,14.64,9.05,12.37,25.70
8.76,14.64,9.12,12.22,25.49
8.77,14.75,9.06,12.10,25.25
8.73,14.84,9.02,12.16,25.58
8.70,14.22,9.00,12.23,25.43
8.58,14.29,8.89,12.47,25.54
8.76,14.30,8.99,12.55,25.36
8.75,14.26,8.91,12.57,24.99
8.67,14.11,9.01,12.56,25.21
8.72,13.84,8.96,12.68,25.10
8.76,13.96,9.02,12.63,24.82
8.77,13.91,9.12,12.53,25.43
8.66,14.08,9.23,12.45,25.39
8.88,13.91,9.18,12.21,25.55
8.79,13.91,8.86,12.18,25.29
8.86,13.77,8.93,11.88,25.27
8.94,13.78,8.92,11.81,25.38
9.04,13.64,8.81,11.70,25.55
9.19,13.92,8.86,11.84,25.51
9.21,14.01,8.91,11.99,25.88
9.22,14.04,8.96,11.97,25.37
9.21,13.86,9.00,11.82,25.24
8.97,13.75,8.94,11.87,24.62
8.91,13.93,9.08,11.96,24.84
8.97,14.03,9.09,11.78,25.29
9.08,13.75,9.12,11.95,25.22
9.03,13.59,9.21,11.99,24.63
9.04,13.78,9.29,12.05,24.65
9.13,14.02,9.20,12.04,24.84
9.19,13.87,9.11,11.98,24.86
9.14,13.83,9.11,12.15,25.08
9.03,13.65,9.24,12.27,24.80
8.99,13.54,9.25,12.42,24.57
9.06,13.64,9.12,12.54,24.68
9.06,13.83,9.11,12.54,24.37
8.95,13.80,9.02,12.76,24.26
8.91,13.61,9.14,12.57,24.43
9.08,13.58,9.32,12.57,24.40
9.22,13.65,9.43,12.45,24.27
9.28,13.66,9.49,12.54,24.24
9.07,13.77,9.60,12.56,24.29
8.91,13.59,9.49,12.51,24.02
9.07,13.55,9.60,12.49,23.91
9.08,13.72,9.65,12.52,23.87
9.01,13.93,9.70,12.33,23.37
9.01,14.21,9.59,12.14,23.38
9.01,14.06,9.55,12.07,23.72
8.97,13.91,9.62,12.10,24.21
8.99,14.01,9.64,12.04,24.46
8.92,14.00,9.41,11.88,24.10
8.75,14.10,9.44,12.16,23.94
8.61,14.15,9.51,12.20,23.83
8.62,14.08,9.36,12.25,24.01
8.74,14.06,9.34,12.10,24.08
8.82,14.01,9.32,12.15,24.01
8.89,14.01,9.47,12.23,24.06
8.91,13.95,9.47,12.25,23.74
8.84,14.36,9.38,12.21,23.95
8.69,14.40,9.49,12.35,23.99
8.84,14.48,9.43,12.29,24.43
8.82,14.55,9.42,12.31,24.35
8.71,14.80,9.55,12.11,24.64
8.70,14.84,9.51,12.31,24.64
8.64,15.02,9.58,12.17,24.61
8.65,14.84,9.60,12.08,24.63
8.70,14.66,9.63,12.19,24.57
8.78,14.66,9.70,12.18,24.34
8.93,14.63,9.70,12.16,24.44
9.01,14.63,9.76,12.06,24.32
8.97,14.71,9.66,12.23,24.15
9.12,14.61,9.88,12.15,24.18
9.18,14.39,9.87,12.23,23.99
9.16,14.50,9.84,12.37,23.49
9.21,14.48,9.81,12.43,23.30
9.25,14.75,9.95,12.59,23.31
9.33,14.66,10.12,12.64,23.16
9.33,14.61,10.29,12.57,23.14
9.31,14.48,10.50,12.72,23.46
9.11,14.57,10.45,12.73,23.34
9.10,14.61,10.46,12.93,23.20
9.25,14.86,10.52,13.03,23.50
9.27,15.00,10.45,13.04,23.39
9.26,15.32,10.48,13.08,23.42
9.21,15.15,10.49,12.87,23.36
9.24,15.19,10.49,12.91,23.21
9.08,15.49,10.43,13.00,22.70
9.14,15.65,10.69,13.15,22.69
9.21,15.69,10.67,13.17,22.60
9.30,15.73,10.88,13.21,22.81
9.44,15.49,10.64,13.30,23.06
9.56,15.61,10.58,13.56,23.16
9.56,15.74,10.66,13.67,22.88
9.61,15.67,10.66,13.58,22.82
9.54,15.30,10.66,13.58,22.94
9.42,15.17,10.61,13.62,23.15
9.38,15.16,10.54,13.60,23.22
9.38,15.03,10.42,13.62,22.99
9.40,15.14,10.28,13.71,22.71
9.12,15.31,10.29,13.91,22.94
9.08,15.05,10.05,14.12,23.24
9.09,15.05,10.26,14.06,23.47
9.30,15.21,10.25,14.32,22.67
9.15,15.27,10.32,14.53,22.76
9.17,15.07,10.18,14.59,22.99
9.11,15.17,10.17,14.45,23.01
9.14,15.29,10.27,14.28,22.74
9.23,15.28,10.27,14.38,23.04
9.32,15.25,10.10,14.49,22.91
9.45,15.09,10.05,14.51,22.70
9.48,15.42,10.15,14.70,22.15
9.39,15.33,10.11,14.82,22.30
9.40,15.43,10.26,14.97,22.19
9.49,15.46,10.17,15.09,22.37
9.61,15.64,10.33,15.06,22.35
9.40,16.02,10.24,15.17,22.35
9.36,16.12,10.12,15.13,22.54
9.30,16.08,10.13,15.19,22.47
9.43,15.98,10.10,15.01,22.20
9.48,16.13,9.99,14.98,22.40
9.50,16.22,10.10,14.76,22.47
9.54,16.08,10.03,14.95,22.37
9.53,15.95,10.02,14.86,22.55
9.58,16.04,9.79,14.83,22.77
9.61,16.10,9.73,14.79,22.70
9.72,16.09,9.81,14.66,22.66
9.90,16.14,9.79,14.64,22.64
9.87,16.30,9.88,14.72,22.85
9.73,16.12,9.93,14.57,23.15
9.73,16.37,9.98,14.54,22.86
9.70,16.38,9.80,14.51,22.95
9.62,16.46,9.78,14.48,23.16
9.60,16.50,9.65,14.45,23.13
9.68,16.30,9.52,14.38,22.96
9.81,16.45,9.65,14.41,23.21
9.90,16.54,9.81,14.40,23.30
10.03,16.48,9.98,14.30,23.11
9.86,16.50,9.84,14.16,22.84
9.86,16.57,9.86,14.20,22.71
10.03,16.51,9.72,14.10,22.87
10.06,16.50,9.68,14.07,22.80
10.23,16.65,9.61,14.07,22.86
10.41,16.65,9.56,14.10,22.65
10.49,16.81,9.62,14.19,22.41
10.59,16.88,9.74,14.03,22.77
10.54,16.95,9.72,14.23,22.51
10.49,16.90,9.60,14.28,22.61
10.52,16.93,9.72,14.37,22.94
10.60,17.00,9.63,14.37,23.09
10.60,16.96,9.65,14.11,23.31
10.63,17.00,9.62,14.18,23.58
10.49,17.04,9.65,14.29,23.38
10.47,17.19,9.72,14.35,23.54
10.51,17.30,9.73,14.27,23.34
10.78,17.34,9.70,14.02,23.78
10.92,17.30,9.81,13.96,23.74
10.97,17.27,9.86,13.90,23.77
10.93,17.03,9.77,14.04,23.78
11.02,17.15,9.70,13.93,24.09
10.88,17.02,9.75,14.00,24.26
10.81,16.97,9.54,14.03,24.91
10.84,17.02,9.41,14.19,25.36
10.70,17.20,9.54,14.26,25.27
10.61,17.26,9.51,14.27,25.14
10.55,17.25,9.50,14.18,25.23
10.39,17.36,9.50,14.17,25.42
10.49,17.32,9.44,14.30,25.89
10.42,17.34,9.45,14.28,25.98
10.35,17.14,9.46,14.31,25.77
10.40,17.08,9.44,14.29,25.63
10.32,17.18,9.52,14.24,25.61
10.49,17.08,9.52,14.40,25.91
10.62,17.07,9.60,14.42,26.29
10.78,16.77,9.79,14.20,25.92
10.76,16.95,9.72,14.31,25.91
10.69,17.02,9.59,14.37,25.82
10.75,17.01,9.53,14.51,25.94
10.55,16.72,9.43,14.64,26.16
10.55,16.61,9.50,14.89,26.02
10.64,16.59,9.42,14.97,25.79
10.63,16.43,9.47,15.01,25.76
10.59,16.28,9.28,14.83,25.69
10.55,16.48,9.35,14.96,25.50
10.64,16.71,9.38,14.99,25.43
10.69,16.64,9.35,15.19,25.29
10.74,16.75,9.22,14.95,25.37
10.82,16.50,9.37,15.17,25.60
11.05,16.65,9.35,15.13,26.06
11.20,16.62,9.46,14.96,26.19
11.22,16.63,9.24,15.00,25.86
11.15,16.65,9.21,15.09,26.13
11.07,16.60,9.31,15.00,25.61
10.94,16.51,9.22,14.91,25.42
10.91,16.26,9.22,14.90,25.51
11.04,16.41,9.08,14.70,25.33
10.93,16.41,9.05,14.89,25.18
11.21,16.51,8.97,14.86,25.08
11.18,16.41,9.09,14.75,24.98
11.37,16.22,9.00,14.56,24.72
11.39,16.21,8.95,14.22,24.82
11.41,16.23,8.93,14.09,24.79
11.37,16.13,8.97,13.85,24.82
11.46,16.29,8.93,13.71,24.79
11.41,16.40,8.90,13.61,24.67
11.41,16.21,8.77,13.76,24.46
11.52,16.18,8.66,13.71,23.73
11.51,16.14,8.77,13.85,23.75
11.44,16.13,8.72,13.63,24.04
11.45,16.06,8.76,13.55,24.23
11.51,16.06,8.61,13.43,24.71
11.57,16.20,8.73,13.63,24.82
11.63,16.16,8.71,13.50,24.91
11.58,15.85,8.74,13.48,25.17
11.62,15.73,8.76,13.39,25.67
11.68,15.97,8.74,13.52,25.91
11.71,15.81,8.59,13.60,25.81
11.74,15.91,8.61,13.47,25.78
11.91,15.68,8.64,13.57,25.41
11.72,15.54,8.72,13.55,25.32
11.95,15.50,8.82,13.56,26.09
12.05,15.57,8.71,13.53,25.93
12.09,15.73,8.62,13.46,26.04
12.10,15.76,8.73,13.41,26.22
12.12,15.90,8.68,13.63,25.87
11.98,15.76,8.63,13.41,26.02
12.04,16.01,8.45,13.38,26.00
11.93,16.10,8.35,13.44,25.94
11.86,16.04,8.29,13.60,25.79
12.04,15.81,8.44,13.31,25.78
11.93,15.60,8.49,13.33,25.88
11.94,15.69,8.45,13.23,25.66
11.95,15.34,8.54,13.21,25.94
11.94,15.03,8.66,13.31,25.62
11.84,15.13,8.64,13.16,25.78
11.95,15.20,8.71,13.50,25.58
12.21,15.08,8.62,13.64,25.51
12.18,15.04,8.65,13.65,25.47
12.24,14.85,8.64,13.69,25.49
12.34,14.92,8.64,13.59,25.51
12.25,14.92,8.62,13.59,25.89
12.37,15.19,8.44,13.70,25.99
12.40,15.24,8.33,13.68,25.93
12.66,15.45,8.35,13.71,25.76
12.65,15.42,8.30,13.78,26.18
12.57,15.53,8.31,13.46,26.48
12.43,15.64,8.28,13.50,26.49
12.38,15.50,8.27,13.57,26.09
12.30,15.38,8.31,13.69,25.78
12.38,15.87,8.31,13.75,25.92
12.59,16.18,8.31,13.42,25.29
12.68,16.28,8.17,13.39,25.51
12.57,15.94,8.16,13.40,25.95
12.59,15.98,8.23,13.38,26.08
12.75,15.88,8.16,13.56,26.00
12.88,15.85,8.05,13.75,26.18
12.96,15.88,8.09,13.62,26.56
12.98,16.03,8.01,13.59,27.08
12.97,15.98,7.89,13.61,27.24
13.03,16.02,7.79,13.84,27.26
13.16,16.00,7.77,14.01,27.26
13.28,15.85,7.85,14.11,27.21
